f,alpha
377.0,0.3308759027260031
397.28859060402687,0.3592306716996805
417.5771812080537,0.3884465007731761
437.86577181208054,0.41961365262725947
458.1543624161074,0.45381641070225487
478.44295302013427,0.49184973775423746
498.7315436241611,0.5337849204852546
519.020134228188,0.5784227435628776
539.3087248322148,0.6228517909614492
559.5973154362416,0.6625485844793071
579.8859060402685,0.6924245558711255
600.1744966442953,0.7086271780223676
620.4630872483222,0.7100733081369508
640.7516778523491,0.6986649586496627
661.0402684563759,0.6781834929427649
681.3288590604027,0.6527957067350644
701.6174496644296,0.6260200448047876
721.9060402684564,0.6003591054364414
742.1946308724832,0.5773766049258382
762.4832214765102,0.5579428623513446
782.771812080537,0.5424826284154181
803.0604026845638,0.5311641341264586
823.3489932885907,0.524024012833037
843.6375838926175,0.5210419417801668
863.9261744966443,0.5221807953735939
884.2147651006712,0.5274044826138047
904.503355704698,0.5366814239864448
924.7919463087248,0.5499783236783157
945.0805369127518,0.5672466934087024
965.3691275167786,0.5884033070781824
985.6577181208054,0.6133052292599718
1005.9463087248323,0.6417201699631623
1026.2348993288592,0.6732936500922985
1046.523489932886,0.7075158019677635
1066.8120805369128,0.7436924691992126
1087.1006711409395,0.7809272806332925
1107.3892617449665,0.8181228911521075
1127.6778523489934,0.8540096106076487
1147.9664429530203,0.8872070894208671
1168.255033557047,0.916318964394778
1188.543624161074,0.9400519560345721
1208.8322147651006,0.9573420735140928
1229.1208053691275,0.9674648018682508
1249.4093959731545,0.9701066355758955
1269.6979865771814,0.965383077655165
1289.986577181208,0.9538009602649363
1310.275167785235,0.9361759762977186
1330.5637583892617,0.9135249731595726
1350.8523489932886,0.8869545221114696
1371.1409395973155,0.8575632772802189
1391.4295302013425,0.826368443646248
1411.7181208053692,0.794259322639568
1432.006711409396,0.7619754213220666
1452.295302013423,0.7301036579734527
1472.5838926174497,0.6990884295005892
1492.8724832214766,0.6692489485171602
1513.1610738255035,0.6407995449140853
1533.4496644295302,0.6138700134094579
1553.7382550335572,0.5885242793609843
1574.026845637584,0.5647765442670039
1594.3154362416108,0.542604666141361
1614.6040268456377,0.521960884415831
1634.8926174496646,0.5027801815966012
1655.1812080536913,0.48498664427452143
1675.4697986577182,0.4684981898747741
1695.7583892617452,0.45322999421641275
1716.0469798657718,0.4390969086444545
1736.3355704697988,0.4260151059798626
1756.6241610738257,0.41390314809731443
1776.9127516778524,0.40268262741975747
1797.2013422818793,0.3922785008422711
1817.4899328859062,0.38261920732690324
1837.778523489933,0.3736366389017569
1858.0671140939598,0.3652660181331049
1878.3557046979868,0.3574457224011758
1898.6442953020135,0.35011708565978694
1918.9328859060404,0.3432242010705021
1939.2214765100673,0.33671374236138585
1959.510067114094,0.3305348174613325
1979.798657718121,0.3246388644857283
2000.0872483221478,0.3189795971665511
2020.3758389261745,0.3135130040637316
2040.6644295302015,0.30819740317358724
2060.9530201342286,0.30299355073972645
2081.241610738255,0.29786480011798677
2101.530201342282,0.2927773034732837
2121.818791946309,0.28770024599076993
2142.1073825503354,0.2826060993352997
2162.3959731543628,0.2774708785223142
2182.6845637583892,0.27227438444122276
2202.973154362416,0.2670004132610321
2223.261744966443,0.2616369141110877
2243.55033557047,0.25617607790123464
2263.838926174497,0.25061434301033425
2284.1275167785234,0.2449523077005985
2304.4161073825508,0.23919454428732934
2324.7046979865772,0.2333493159155502
2344.993288590604,0.22742820275628217
2365.281879194631,0.22144565005012662
2385.570469798658,0.21541845513446456
2405.859060402685,0.20936521402343322
2426.1476510067114,0.20330574998776685
2446.4362416107383,0.19726054685485317
2466.7248322147652,0.19125020856898345
2487.013422818792,0.18529496422773284
2507.302013422819,0.17941423429077363
2527.590604026846,0.17362626580224783
2547.8791946308725,0.16794782445704182
2568.1677852348994,0.16239516603538695
2588.4563758389263,0.15697905972618875
2608.7449664429532,0.1517110356628274
2629.03355704698,0.14660105712800853
2649.322147651007,0.14165635007427002
2669.6107382550335,0.13688233297304953
2689.8993288590605,0.13228275372688114
2710.1879194630874,0.1278596928674608
2730.4765100671143,0.12361372839279328
2750.765100671141,0.11954409738625371
2771.053691275168,0.11564884906626904
2791.3422818791946,0.11192499064984873
2811.6308724832215,0.10836862418594673
2831.9194630872485,0.10497507189697775
2852.2080536912754,0.10173898794946945
2872.4966442953023,0.09865445512725135
2892.785234899329,0.09571506535935281
2913.0738255033557,0.09291398339756163
2933.3624161073826,0.09024399313475362
2953.6510067114095,0.0876975261065489
2973.9395973154365,0.08526667163010992
2994.2281879194634,0.08294316780357913
3014.5167785234903,0.080718372212917
3034.805369127517,0.07858321065349061
3055.0939597315437,0.07652810144757849
3075.3825503355706,0.07454285198824384
3095.6711409395975,0.07261652291712617
3115.9597315436245,0.07073725379413509
3136.2483221476514,0.06889204220081813
3156.5369127516783,0.0670664659568968
3176.8255033557048,0.06524433574014088
3197.1140939597317,0.06340726361072246
3217.4026845637586,0.06153413378966066
3237.6912751677855,0.05960047084836584
3257.9798657718125,0.05757773092255247
3278.2684563758394,0.05543262916553471
3298.557046979866,0.05312685624457203
3318.8456375838928,0.050618193044142945
3339.1342281879197,0.047865898068744306
3359.4228187919466,0.04484898861270714
3379.7114093959735,0.0416283320834705
3400.0,0.03887621007517794
