TimeStep,Time,"acouPressureImag","acouPressureReal","origNodeNums","origElementNums","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
115,2710.188,nan,nan,0,0,0,0,0.001,0.001,0.366513
115,2710.188,-0.00406026,63.25064,21867,370455,1,3.299117e-05,0.001,0.001,0.36648
115,2710.188,-0.00818757,63.30212,23311,370455,1,6.601214e-05,0.001,0.001,0.366447
115,2710.188,-0.01231115,63.35356,24753,370455,1,9.900331e-05,0.001,0.001,0.366414
115,2710.188,-0.01643474,63.40499,26196,370455,1,0.0001319945,0.001,0.001,0.366381
115,2710.188,-0.02055833,63.45643,27639,370455,1,0.0001649857,0.001,0.001,0.366348
115,2710.188,-0.02468564,63.50791,29083,370455,1,0.0001980066,0.001,0.001,0.366315
115,2710.188,-0.02880922,63.55934,30526,370455,1,0.0002309978,0.001,0.001,0.366282
115,2710.188,-0.03293281,63.61077,31969,370455,1,0.000263989,0.001,0.001,0.366249
115,2710.188,-0.03706012,63.66226,33413,370455,1,0.0002970099,0.001,0.001,0.366216
115,2710.188,-0.0411837,63.71369,34856,370455,1,0.0003300011,0.001,0.001,0.366183
115,2710.188,-0.04530729,63.76512,36299,370455,1,0.0003629923,0.001,0.001,0.36615
115,2710.188,-0.0494346,63.8166,37743,370455,1,0.0003960133,0.001,0.001,0.366117
115,2710.188,-0.05355818,63.86804,39186,370455,1,0.0004290044,0.001,0.001,0.366084
115,2710.188,-0.05768177,63.91947,40628,370455,1,0.0004619956,0.001,0.001,0.366051
115,2710.188,-0.06180535,63.97091,42071,370455,1,0.0004949868,0.001,0.001,0.366018
115,2710.188,-0.06593266,64.02239,43515,370455,1,0.0005280077,0.001,0.001,0.365985
115,2710.188,-0.07005625,64.07382,44958,370455,1,0.0005609989,0.001,0.001,0.365952
115,2710.188,-0.07417983,64.12525,46401,370455,1,0.0005939901,0.001,0.001,0.365919
115,2710.188,-0.07830714,64.17673,47845,370455,1,0.0006270111,0.001,0.001,0.365886
115,2710.188,-0.08243073,64.22817,49288,370455,1,0.0006600022,0.001,0.001,0.365853
115,2710.188,-0.08655431,64.2796,50731,370455,1,0.0006929934,0.001,0.001,0.36582
115,2710.188,-0.09068162,64.33108,52175,370455,1,0.0007260144,0.001,0.001,0.365787
115,2710.188,-0.09480521,64.38252,53618,370455,1,0.0007590055,0.001,0.001,0.365754
115,2710.188,-0.09892879,64.43395,55060,370455,1,0.0007919967,0.001,0.001,0.365721
115,2710.188,-0.1030524,64.48538,56503,370455,1,0.0008249879,0.001,0.001,0.365688
115,2710.188,-0.1071797,64.53687,57947,370455,1,0.0008580089,0.001,0.001,0.365655
115,2710.188,-0.1113033,64.5883,59390,370455,1,0.000891,0.001,0.001,0.365622
115,2710.188,-0.1154269,64.63973,60833,370455,1,0.0009239912,0.001,0.001,0.365589
115,2710.188,-0.1195542,64.69121,62277,370455,1,0.0009570122,0.001,0.001,0.365556
115,2710.188,-0.1236778,64.74265,63720,370455,1,0.0009900033,0.001,0.001,0.365523
115,2710.188,-0.1278013,64.79408,65163,370455,1,0.001022995,0.001,0.001,0.36549
115,2710.188,-0.1319286,64.84556,66607,370455,1,0.001056015,0.001,0.001,0.365457
115,2710.188,-0.1360522,64.897,68050,370455,1,0.001089007,0.001,0.001,0.365424
115,2710.188,-0.1387829,64.93106,66678,370446,1,0.001121998,0.001,0.001,0.365391
115,2710.188,-0.1412624,64.96198,64798,370446,1,0.001154989,0.001,0.001,0.365358
115,2710.188,-0.1437441,64.99294,62917,370446,1,0.00118801,0.001,0.001,0.365325
115,2710.188,-0.1462235,65.02386,61037,370446,1,0.001221001,0.001,0.001,0.365292
115,2710.188,-0.146612,65.02871,55527,547328,1,0.001253992,0.001,0.001,0.365259
115,2710.188,-0.1492982,65.06105,53075,548707,1,0.001287013,0.001,0.001,0.365226
115,2710.188,-0.1539192,65.11648,53168,548707,1,0.001320004,0.001,0.001,0.365193
115,2710.188,-0.1585402,65.17192,53261,548707,1,0.001352996,0.001,0.001,0.36516
115,2710.188,-0.1631654,65.2274,53354,548707,1,0.001386017,0.001,0.001,0.365127
115,2710.188,-0.1677864,65.28284,53446,548707,1,0.001419008,0.001,0.001,0.365094
115,2710.188,-0.1724075,65.33827,53539,548707,1,0.001451999,0.001,0.001,0.365061
115,2710.188,-0.1770285,65.39371,53632,548707,1,0.00148499,0.001,0.001,0.365028
115,2710.188,-0.1816385,65.44866,53547,370443,1,0.001518011,0.001,0.001,0.364995
115,2710.188,-0.1862466,65.50363,53487,370443,1,0.001551002,0.001,0.001,0.364962
115,2710.188,-0.1908546,65.55861,53427,370443,1,0.001583993,0.001,0.001,0.364929
115,2710.188,-0.1954669,65.61363,53367,370443,1,0.001617014,0.001,0.001,0.364896
115,2710.188,-0.2000749,65.66861,53307,370443,1,0.001650006,0.001,0.001,0.364863
115,2710.188,-0.204683,65.72358,53247,370443,1,0.001682997,0.001,0.001,0.36483
115,2710.188,-0.209291,65.77856,53187,370443,1,0.001715988,0.001,0.001,0.364797
115,2710.188,-0.2139033,65.83358,53127,370443,1,0.001749009,0.001,0.001,0.364764
115,2710.188,-0.2185113,65.88856,53067,370443,1,0.001782,0.001,0.001,0.364731
115,2710.188,-0.2231194,65.94354,53008,370443,1,0.001814991,0.001,0.001,0.364698
115,2710.188,-0.2277316,65.99856,52948,370443,1,0.001848012,0.001,0.001,0.364665
115,2710.188,-0.2323397,66.05354,52888,370443,1,0.001881003,0.001,0.001,0.364632
115,2710.188,-0.2369477,66.10851,52828,370443,1,0.001913995,0.001,0.001,0.364599
115,2710.188,-0.2415599,66.16354,52768,370443,1,0.001947016,0.001,0.001,0.364566
115,2710.188,-0.246168,66.21851,52708,370443,1,0.001980007,0.001,0.001,0.364533
115,2710.188,-0.2507761,66.27349,52648,370443,1,0.002012998,0.001,0.001,0.3645
115,2710.188,-0.2553841,66.32846,52588,370443,1,0.002045989,0.001,0.001,0.364467
115,2710.188,-0.2599963,66.38349,52528,370443,1,0.00207901,0.001,0.001,0.364434
115,2710.188,-0.2646044,66.43846,52469,370443,1,0.002112001,0.001,0.001,0.364401
115,2710.188,-0.2692124,66.49344,52409,370443,1,0.002144992,0.001,0.001,0.364368
115,2710.188,-0.2736719,66.53997,52388,583301,1,0.002178013,0.001,0.001,0.364335
115,2710.188,-0.2780493,66.58212,52388,583301,1,0.002211004,0.001,0.001,0.364302
115,2710.188,-0.2824267,66.62427,52388,583301,1,0.002243996,0.001,0.001,0.364269
115,2710.188,-0.2868081,66.66646,52388,583301,1,0.002277017,0.001,0.001,0.364236
115,2710.188,-0.2911855,66.70861,52388,583301,1,0.002310008,0.001,0.001,0.364203
115,2710.188,-0.2955629,66.75076,52388,583301,1,0.002342999,0.001,0.001,0.36417
115,2710.188,-0.2999403,66.79291,52388,583301,1,0.00237599,0.001,0.001,0.364137
115,2710.188,-0.3043216,66.8351,52388,583301,1,0.002409011,0.001,0.001,0.364104
115,2710.188,-0.308699,66.87725,52388,583301,1,0.002442002,0.001,0.001,0.364071
115,2710.188,-0.3130764,66.9194,52388,583301,1,0.002474993,0.001,0.001,0.364038
115,2710.188,-0.3174578,66.96159,52388,583301,1,0.002508014,0.001,0.001,0.364005
115,2710.188,-0.3218352,67.00374,52389,583301,1,0.002541006,0.001,0.001,0.363972
115,2710.188,-0.3262126,67.04589,52389,583301,1,0.002573997,0.001,0.001,0.363939
115,2710.188,-0.3305939,67.08808,52389,583301,1,0.002607018,0.001,0.001,0.363906
115,2710.188,-0.3349713,67.13023,52389,583301,1,0.002640009,0.001,0.001,0.363873
115,2710.188,-0.3393487,67.17238,52389,583301,1,0.002673,0.001,0.001,0.36384
115,2710.188,-0.3437261,67.21453,52389,583301,1,0.002705991,0.001,0.001,0.363807
115,2710.188,-0.3481075,67.25672,52389,583301,1,0.002739012,0.001,0.001,0.363774
115,2710.188,-0.3524849,67.29887,52389,583301,1,0.002772003,0.001,0.001,0.363741
115,2710.188,-0.3568623,67.34102,52389,583301,1,0.002804995,0.001,0.001,0.363708
115,2710.188,-0.3612436,67.38321,52389,583301,1,0.002838016,0.001,0.001,0.363675
115,2710.188,-0.3656208,67.42534,52389,583299,1,0.002871007,0.001,0.001,0.363642
115,2710.188,-0.3699974,67.46743,52389,583299,1,0.002903998,0.001,0.001,0.363609
115,2710.188,-0.3743779,67.50955,52389,583299,1,0.002937019,0.001,0.001,0.363576
115,2710.188,-0.3787545,67.55163,52389,583299,1,0.00297001,0.001,0.001,0.363543
115,2710.188,-0.3831311,67.59371,52389,583299,1,0.003003001,0.001,0.001,0.36351
115,2710.188,-0.3875077,67.63579,52389,583299,1,0.003035992,0.001,0.001,0.363477
115,2710.188,-0.3918864,67.67798,52304,583297,1,0.003069013,0.001,0.001,0.363444
115,2710.188,-0.3962564,67.72031,52009,583297,1,0.003102005,0.001,0.001,0.363411
115,2710.188,-0.4006264,67.76263,51714,583297,1,0.003134996,0.001,0.001,0.363378
115,2710.188,-0.4050004,67.80499,51419,583297,1,0.003168017,0.001,0.001,0.363345
115,2710.188,-0.4093705,67.84732,51124,583297,1,0.003201008,0.001,0.001,0.363312
115,2710.188,-0.4137405,67.88964,50829,583297,1,0.003233999,0.001,0.001,0.363279
115,2710.188,-0.4181105,67.93196,50534,583297,1,0.00326699,0.001,0.001,0.363246
115,2710.188,-0.4224845,67.97432,50239,583297,1,0.003300011,0.001,0.001,0.363213
115,2710.188,-0.4268546,68.01665,49944,583297,1,0.003333002,0.001,0.001,0.36318
115,2710.188,-0.4312246,68.05897,49649,583297,1,0.003365993,0.001,0.001,0.363147
115,2710.188,-0.4355986,68.10133,49354,583297,1,0.003399014,0.001,0.001,0.363114
115,2710.188,-0.4399686,68.14365,49059,583297,1,0.003432006,0.001,0.001,0.363081
115,2710.188,-0.4443387,68.18598,48764,583297,1,0.003464997,0.001,0.001,0.363048
115,2710.188,-0.4487126,68.22834,48468,583297,1,0.003498018,0.001,0.001,0.363015
115,2710.188,-0.4530827,68.27066,48173,583297,1,0.003531009,0.001,0.001,0.362982
115,2710.188,-0.4574527,68.31299,47878,583297,1,0.003564,0.001,0.001,0.362949
115,2710.188,-0.4618228,68.35531,47583,583297,1,0.003596991,0.001,0.001,0.362916
115,2710.188,-0.4661967,68.39767,47288,583297,1,0.003630012,0.001,0.001,0.362883
115,2710.188,-0.4705668,68.43999,46993,583297,1,0.003663003,0.001,0.001,0.36285
115,2710.188,-0.4749368,68.48232,46698,583297,1,0.003695995,0.001,0.001,0.362817
115,2710.188,-0.4793108,68.52468,46403,583297,1,0.003729016,0.001,0.001,0.362784
115,2710.188,-0.4836808,68.567,46108,583297,1,0.003762007,0.001,0.001,0.362751
115,2710.188,-0.4880509,68.60932,45813,583297,1,0.003794998,0.001,0.001,0.362718
115,2710.188,-0.4924249,68.65169,45517,583297,1,0.003828019,0.001,0.001,0.362685
115,2710.188,-0.4967949,68.69401,45222,583297,1,0.00386101,0.001,0.001,0.362652
115,2710.188,-0.5011649,68.73633,44927,583297,1,0.003894001,0.001,0.001,0.362619
115,2710.188,-0.505535,68.77866,44632,583297,1,0.003926992,0.001,0.001,0.362586
115,2710.188,-0.509909,68.82102,44337,583297,1,0.003960013,0.001,0.001,0.362553
115,2710.188,-0.514279,68.86334,44042,583297,1,0.003993005,0.001,0.001,0.36252
115,2710.188,-0.518649,68.90566,43747,583297,1,0.004025996,0.001,0.001,0.362487
115,2710.188,-0.523023,68.94803,43452,583297,1,0.004059017,0.001,0.001,0.362454
115,2710.188,-0.5273931,68.99035,43157,583297,1,0.004092008,0.001,0.001,0.362421
115,2710.188,-0.5317631,69.03267,42862,583297,1,0.004124999,0.001,0.001,0.362388
115,2710.188,-0.5361371,69.07503,42567,583297,1,0.00415802,0.001,0.001,0.362355
115,2710.188,-0.5405071,69.11736,42272,583297,1,0.004191011,0.001,0.001,0.362322
115,2710.188,-0.5448771,69.15968,41977,583297,1,0.004224002,0.001,0.001,0.362289
115,2710.188,-0.5492472,69.202,41682,583297,1,0.004256994,0.001,0.001,0.362256
115,2710.188,-0.5536212,69.24436,41386,583297,1,0.004290015,0.001,0.001,0.362223
115,2710.188,-0.5579912,69.28669,41091,583297,1,0.004323006,0.001,0.001,0.36219
115,2710.188,-0.5623612,69.32901,40796,583297,1,0.004355997,0.001,0.001,0.362157
115,2710.188,-0.5667352,69.37137,40501,583297,1,0.004389018,0.001,0.001,0.362124
115,2710.188,-0.5711053,69.4137,40206,583297,1,0.004422009,0.001,0.001,0.362091
115,2710.188,-0.5754753,69.45602,39911,583297,1,0.004455,0.001,0.001,0.362058
115,2710.188,-0.5798493,69.49838,39616,583297,1,0.004488021,0.001,0.001,0.362025
115,2710.188,-0.5842193,69.5407,39321,583297,1,0.004521012,0.001,0.001,0.361992
115,2710.188,-0.5885894,69.58303,39026,583297,1,0.004554003,0.001,0.001,0.361959
115,2710.188,-0.5929594,69.62535,38731,583297,1,0.004586995,0.001,0.001,0.361926
115,2710.188,-0.5973334,69.66771,38436,583297,1,0.004620016,0.001,0.001,0.361893
115,2710.188,-0.6017034,69.71003,38141,583297,1,0.004653007,0.001,0.001,0.36186
115,2710.188,-0.6060735,69.75236,37846,583297,1,0.004685998,0.001,0.001,0.361827
115,2710.188,-0.6104474,69.79472,37550,583297,1,0.004719019,0.001,0.001,0.361794
115,2710.188,-0.6148175,69.83704,37255,583297,1,0.00475201,0.001,0.001,0.361761
115,2710.188,-0.6191875,69.87937,36960,583297,1,0.004785001,0.001,0.001,0.361728
115,2710.188,-0.6235615,69.92173,36665,583297,1,0.004818022,0.001,0.001,0.361695
115,2710.188,-0.6279315,69.96405,36370,583297,1,0.004851013,0.001,0.001,0.361662
115,2710.188,-0.6323016,70.00637,36075,583297,1,0.004884005,0.001,0.001,0.361629
115,2710.188,-0.6366716,70.0487,35780,583297,1,0.004916996,0.001,0.001,0.361596
115,2710.188,-0.6410456,70.09106,35485,583297,1,0.004950017,0.001,0.001,0.361563
115,2710.188,-0.6454156,70.13338,35190,583297,1,0.004983008,0.001,0.001,0.36153
115,2710.188,-0.6497857,70.1757,34895,583297,1,0.005015999,0.001,0.001,0.361497
115,2710.188,-0.6541597,70.21807,34599,583297,1,0.00504902,0.001,0.001,0.361464
115,2710.188,-0.6585297,70.26039,34304,583297,1,0.005082011,0.001,0.001,0.361431
115,2710.188,-0.6628997,70.30271,34009,583297,1,0.005115002,0.001,0.001,0.361398
115,2710.188,-0.6672698,70.34504,33714,583297,1,0.005147994,0.001,0.001,0.361365
115,2710.188,-0.6714938,70.37545,33788,583296,1,0.005181015,0.001,0.001,0.361332
115,2710.188,-0.6755937,70.39626,34156,583296,1,0.005214006,0.001,0.001,0.361299
115,2710.188,-0.6796936,70.41707,34524,583296,1,0.005246997,0.001,0.001,0.361266
115,2710.188,-0.6837972,70.4379,34893,583296,1,0.005280018,0.001,0.001,0.361233
115,2710.188,-0.6878972,70.45871,35261,583296,1,0.005313009,0.001,0.001,0.3612
115,2710.188,-0.6919971,70.47952,35630,583296,1,0.005346,0.001,0.001,0.361167
115,2710.188,-0.6961007,70.50035,35999,583296,1,0.005379021,0.001,0.001,0.361134
115,2710.188,-0.7002007,70.52116,36367,583296,1,0.005412012,0.001,0.001,0.361101
115,2710.188,-0.7043006,70.54197,36735,583296,1,0.005445004,0.001,0.001,0.361068
115,2710.188,-0.7084005,70.56278,37104,583296,1,0.005477995,0.001,0.001,0.361035
115,2710.188,-0.7125042,70.58361,37472,583296,1,0.005511016,0.001,0.001,0.361002
115,2710.188,-0.7166041,70.60442,37841,583296,1,0.005544007,0.001,0.001,0.360969
115,2710.188,-0.720704,70.62523,38209,583296,1,0.005576998,0.001,0.001,0.360936
115,2710.188,-0.7248076,70.64606,38578,583296,1,0.005610019,0.001,0.001,0.360903
115,2710.188,-0.7289076,70.66687,38946,583296,1,0.00564301,0.001,0.001,0.36087
115,2710.188,-0.7330075,70.68768,39315,583296,1,0.005676001,0.001,0.001,0.360837
115,2710.188,-0.7371111,70.70851,39683,583296,1,0.005709022,0.001,0.001,0.360804
115,2710.188,-0.7412111,70.72932,40052,583296,1,0.005742013,0.001,0.001,0.360771
115,2710.188,-0.745311,70.75013,40420,583296,1,0.005775005,0.001,0.001,0.360738
115,2710.188,-0.7494109,70.77094,40789,583296,1,0.005807996,0.001,0.001,0.360705
115,2710.188,-0.7535146,70.79177,41157,583296,1,0.005841017,0.001,0.001,0.360672
115,2710.188,-0.7576145,70.81258,41526,583296,1,0.005874008,0.001,0.001,0.360639
115,2710.188,-0.7617144,70.83339,41894,583296,1,0.005906999,0.001,0.001,0.360606
115,2710.188,-0.765818,70.85422,42263,583296,1,0.00594002,0.001,0.001,0.360573
115,2710.188,-0.769918,70.87503,42631,583296,1,0.005973011,0.001,0.001,0.36054
115,2710.188,-0.7740179,70.89584,43000,583296,1,0.006006002,0.001,0.001,0.360507
115,2710.188,-0.7781215,70.91667,43368,583296,1,0.006039023,0.001,0.001,0.360474
115,2710.188,-0.7822215,70.93748,43737,583296,1,0.006072015,0.001,0.001,0.360441
115,2710.188,-0.7863214,70.95829,44105,583296,1,0.006105006,0.001,0.001,0.360408
115,2710.188,-0.7904213,70.9791,44474,583296,1,0.006137997,0.001,0.001,0.360375
115,2710.188,-0.794525,70.99993,44842,583296,1,0.006171018,0.001,0.001,0.360342
115,2710.188,-0.7986249,71.02074,45211,583296,1,0.006204009,0.001,0.001,0.360309
115,2710.188,-0.8027248,71.04155,45579,583296,1,0.006237,0.001,0.001,0.360276
115,2710.188,-0.8068284,71.06238,45948,583296,1,0.006270021,0.001,0.001,0.360243
115,2710.188,-0.8109284,71.08319,46316,583296,1,0.006303012,0.001,0.001,0.36021
115,2710.188,-0.8150283,71.104,46685,583296,1,0.006336004,0.001,0.001,0.360177
115,2710.188,-0.8191319,71.12483,47053,583296,1,0.006369025,0.001,0.001,0.360144
115,2710.188,-0.8232319,71.14564,47422,583296,1,0.006402016,0.001,0.001,0.360111
115,2710.188,-0.8273407,71.16696,47711,547285,1,0.006435007,0.001,0.001,0.360078
115,2710.188,-0.8314767,71.18981,47758,547285,1,0.006467998,0.001,0.001,0.360045
115,2710.188,-0.8356165,71.21269,47805,547285,1,0.006501019,0.001,0.001,0.360012
115,2710.188,-0.8397525,71.23555,47852,547285,1,0.00653401,0.001,0.001,0.359979
115,2710.188,-0.8438885,71.25841,47899,547285,1,0.006567001,0.001,0.001,0.359946
115,2710.188,-0.8480283,71.28129,47946,547285,1,0.006600022,0.001,0.001,0.359913
115,2710.188,-0.8521643,71.30414,47993,547285,1,0.006633013,0.001,0.001,0.35988
115,2710.188,-0.8563003,71.327,48040,547285,1,0.006666005,0.001,0.001,0.359847
115,2710.188,-0.8604363,71.34986,48087,547285,1,0.006698996,0.001,0.001,0.359814
115,2710.188,-0.8645761,71.37274,48134,547285,1,0.006732017,0.001,0.001,0.359781
115,2710.188,-0.8687121,71.39559,48181,547285,1,0.006765008,0.001,0.001,0.359748
115,2710.188,-0.8728481,71.41845,48228,547285,1,0.006797999,0.001,0.001,0.359715
115,2710.188,-0.8769879,71.44133,48275,547285,1,0.00683102,0.001,0.001,0.359682
115,2710.188,-0.8811239,71.46419,48322,547285,1,0.006864011,0.001,0.001,0.359649
115,2710.188,-0.88526,71.48704,48369,547285,1,0.006897002,0.001,0.001,0.359616
115,2710.188,-0.8893997,71.50992,48415,547285,1,0.006930023,0.001,0.001,0.359583
115,2710.188,-0.8935357,71.53278,48462,547285,1,0.006963015,0.001,0.001,0.35955
115,2710.188,-0.8976718,71.55564,48509,547285,1,0.006996006,0.001,0.001,0.359517
115,2710.188,-0.9018078,71.57849,48556,547285,1,0.007028997,0.001,0.001,0.359484
115,2710.188,-0.9059476,71.60137,48603,547285,1,0.007062018,0.001,0.001,0.359451
115,2710.188,-0.9100836,71.62423,48650,547285,1,0.007095009,0.001,0.001,0.359418
115,2710.188,-0.9142196,71.64709,48697,547285,1,0.007128,0.001,0.001,0.359385
115,2710.188,-0.9183594,71.66997,48744,547285,1,0.007161021,0.001,0.001,0.359352
115,2710.188,-0.9224954,71.69282,48791,547285,1,0.007194012,0.001,0.001,0.359319
115,2710.188,-0.9266314,71.71568,48838,547285,1,0.007227004,0.001,0.001,0.359286
115,2710.188,-0.9307712,71.73856,48885,547285,1,0.007260025,0.001,0.001,0.359253
115,2710.188,-0.9349072,71.76142,48932,547285,1,0.007293016,0.001,0.001,0.35922
115,2710.188,-0.9390433,71.78428,48985,547286,1,0.007326007,0.001,0.001,0.359187
115,2710.188,-0.9431793,71.80714,49042,547286,1,0.007358998,0.001,0.001,0.359154
115,2710.188,-0.9473191,71.83003,49098,547286,1,0.007392019,0.001,0.001,0.359121
115,2710.188,-0.9514552,71.85289,49155,547286,1,0.00742501,0.001,0.001,0.359088
115,2710.188,-0.9555912,71.87575,49211,547286,1,0.007458001,0.001,0.001,0.359055
115,2710.188,-0.959731,71.89864,49268,547286,1,0.007491022,0.001,0.001,0.359022
115,2710.188,-0.9638671,71.9215,49325,547286,1,0.007524014,0.001,0.001,0.358989
115,2710.188,-0.9680031,71.94436,49381,547286,1,0.007557005,0.001,0.001,0.358956
115,2710.188,-0.9721429,71.96725,49438,547286,1,0.007590026,0.001,0.001,0.358923
115,2710.188,-0.976279,71.99011,49494,547286,1,0.007623017,0.001,0.001,0.35889
115,2710.188,-0.980415,72.01297,49551,547286,1,0.007656008,0.001,0.001,0.358857
115,2710.188,-0.9845511,72.03584,49607,547286,1,0.007688999,0.001,0.001,0.358824
115,2710.188,-0.9886909,72.05872,49664,547286,1,0.00772202,0.001,0.001,0.358791
115,2710.188,-0.9928269,72.08159,49721,547286,1,0.007755011,0.001,0.001,0.358758
115,2710.188,-0.996963,72.10445,49777,547286,1,0.007788002,0.001,0.001,0.358725
115,2710.188,-1.001103,72.12733,49834,547286,1,0.007821023,0.001,0.001,0.358692
115,2710.188,-1.005239,72.1502,49890,547286,1,0.007854015,0.001,0.001,0.358659
115,2710.188,-1.009283,72.16739,49899,547234,1,0.007887006,0.001,0.001,0.358626
115,2710.188,-1.013243,72.1791,49860,547234,1,0.007920027,0.001,0.001,0.358593
